0.000983,0.0005007,0.00166
0.00098158,0.00053974,0.0016606
0.00097098,0.00049414,0.0016584
0.00098712,0.00055229,0.0016601
0.0010223,0.00050002,0.0016592
0.00098295,0.0005547,0.0016596
0.0009167,0.00054106,0.0016561
0.00093692,0.00054425,0.0016628
0.00096982,0.00050406,0.0016556
0.0010114,0.00050399,0.0016525
0.0010484,0.00044037,0.0016536
0.00090598,0.00061973,0.0016718
0.00095124,0.00051942,0.0016591
0.0010012,0.00052771,0.0016634
0.0010152,0.00057851,0.0016645
0.00094483,0.00061758,0.001666
0.001074,0.00064506,0.0016555
0.00098772,0.00053549,0.0016518
0.00132,0.00049549,0.0016748
0.001448,0.0004839,0.0016898
0.00083738,0.00068386,0.0016777
0.00043269,0.00041527,0.0016597
0.00099581,0.00050598,0.0016817
0.0011604,0.00063209,0.0016848
0.00081102,0.00064075,0.0016646
0.00087257,0.00020821,0.0016994
0.0014096,0.001199,0.001685
0.00079049,0.0020264,0.0016485
0.00080038,0.0014903,0.0017004
0.0011068,0.00064884,0.0016796
0.00053977,0.00065489,0.0016589
0.0010384,0.00054506,0.0016439
0.0011673,0.0014169,0.0016783
0.0010192,0.00037614,0.0017011
0.00083178,0.0012816,0.0015782
0.0022361,0.0016752,0.0018714
0.002167,0.0021331,0.00187
0.0029056,0.00099413,0.001723
0.0040227,0.0021788,0.0016787
0.0037776,0.0040386,0.0017491
0.0015987,0.0039471,0.0017177
0.0010532,0.0035573,0.0019436
0.0014776,0.0013221,0.0017266
0.00093207,0.0017513,0.0013156
0.00098122,0.001255,0.0016614
0.00080951,0.0014598,0.0016448
0.0012473,0.002664,0.0015931
0.00081812,0.0026088,0.0015059
0.0014867,0.0021363,0.0016963
0.0010053,0.00068921,0.0016866
0.00087928,0.0016338,0.0016506
0.00083526,0.00167,0.0016617
0.00093422,0.0014781,0.0016514
0.0010154,0.0014275,0.001679
0.00099839,0.0018836,0.0016363
0.00098466,0.001137,0.0016632
0.0008541,0.0015094,0.0016408
0.0010427,0.0017829,0.0016997
0.00072141,0.0014471,0.0016313
0.0010417,0.001119,0.001665
0.0010084,0.001136,0.0017239
0.00088204,0.0016505,0.0016491
0.0010001,0.0012993,0.0016636
0.00085296,0.0010423,0.0016665
0.00068069,0.001881,0.0017779
0.0005846,0.0044775,0.0014538
0.0012974,0.004398,0.0014654
0.0010495,0.0029492,0.0017217
0.00077205,0.0010969,0.0017121
0.0018317,0.0034599,0.0017727
0.00041973,0.0031862,0.001734
0.0023638,0.0036332,0.0013428
0.006099,0.0076241,0.0015978
0.0090897,0.0033759,0.0015681
0.0051909,0.0060704,0.0021432
0.0043956,0.0063488,0.0015282
0.0074852,0.0074745,0.0017697
0.0052982,0.007739,0.0020645
0.0086069,0.0041631,0.0017008
0.003728,0.01093,0.0019355
0.0047289,0.0075564,0.0023752
0.0050035,0.0095108,0.001242
0.0038163,0.0078094,0.0014186
0.004166,0.0048241,0.0019436
0.0057059,0.011703,0.00099599
0.0060653,0.0044257,0.0021536
0.0015907,0.0086912,0.0013252
0.0042194,0.006537,0.0015936
0.002139,0.0057216,0.0015252
0.0041135,0.0055951,0.0015602
0.0023091,0.0044116,0.0017051
0.0038496,0.006128,0.0016305
0.0060446,0.0055688,0.001658
0.0090175,0.011913,0.00185
0.0073293,0.0037931,0.0013993
0.0058216,0.0077835,0.001665
0.0021975,0.0091203,0.0016393
0.0073964,0.0071235,0.00099044
0.0019551,0.0095128,0.0013316
0.01692,0.012362,0.002601
0.02227,0.010257,0.0021928
0.013537,0.018617,0.0021909
0.0036676,0.019694,0.0009045
0.0037018,0.0094837,0.0019327
0.0029365,0.016032,0.00033013
0.0064181,0.013502,0.0036655
0.010957,0.0065376,0.0024189
0.0032363,0.0095737,0.0039629
0.011692,0.027129,0.0069576
0.014063,0.038275,0.0031884
0.011189,0.019383,0.0017088
0.016794,0.017421,0.0011294
0.014632,0.034482,0.0035309
0.0027289,0.020769,0.003131
0.0079243,0.014405,0.00085773
0.02358,0.017096,0.00091798
0.046618,0.021817,0.0024595
0.055401,0.01428,0.003375
0.040722,0.018554,0.0034345
0.013639,0.030808,0.0048724
0.01804,0.024418,0.0016998
0.021932,0.030549,0.0053958
0.01428,0.027433,0.0037396
